TITLE,CONTEXT,QUESTION,ANSWER
Recommendations,"a) We recommend against long-term opioid therapy for patients less than 30 years of age  secondary to higher risk of opioid use disorder and overdose. (Strong against) b) For patients less than 30 years of age currently on long-term opioid therapy, we recommend  close monitoring and consideration for tapering when risks exceed benefits (see Recommendation  14 and Recommendation 17). (Strong for) (Reviewed, New-replaced)  ",What is the stance regarding long-term opioid therapy for patients less than 30 years of age  secondary to higher risk of opioid use disorder and overdose?,recommend against
Recommendations,"a) We recommend against long-term opioid therapy for patients less than 30 years of age  secondary to higher risk of opioid use disorder and overdose. (Strong against) b) For patients less than 30 years of age currently on long-term opioid therapy, we recommend  close monitoring and consideration for tapering when risks exceed benefits (see Recommendation  14 and Recommendation 17). (Strong for) (Reviewed, New-replaced)  ",What is recommended for patients less than 30 years of age currently on long-term opioid therapy?,close monitoring and consideration for tapering when risks exceed benefits
Recommendations,"All patients who take opioids chronically are at risk for OUD and overdose, but especially those who are  younger than 30 years of age. Seven studies were identified that examined age as a predictor of OUD,  respiratory/CNS depression, and/or overdose. Four of the seven studies were rated as fair quality  evidence,[59,86,88,92] while three were rated as poor quality evidence.[58,62,87] Six of the seven studies  demonstrated that age was inversely associated with the risk of OUD and overdose.[59,62,86-88,92] One  of the three low quality studies showed that older subjects had a higher HR of overdose.[58] The Work  Group’s overall confidence in the quality of the evidence was moderate.  ",Who are at risk for OUD and overdose?,All patients who take opioids chronically
Recommendations,"All patients who take opioids chronically are at risk for OUD and overdose, but especially those who are  younger than 30 years of age. Seven studies were identified that examined age as a predictor of OUD,  respiratory/CNS depression, and/or overdose. Four of the seven studies were rated as fair quality  evidence,[59,86,88,92] while three were rated as poor quality evidence.[58,62,87] Six of the seven studies  demonstrated that age was inversely associated with the risk of OUD and overdose.[59,62,86-88,92] One  of the three low quality studies showed that older subjects had a higher HR of overdose.[58] The Work  Group’s overall confidence in the quality of the evidence was moderate.  ",Which patients are especially at risk for OUD and overdose?,those who are  younger than 30 years of age
Recommendations,"All patients who take opioids chronically are at risk for OUD and overdose, but especially those who are  younger than 30 years of age. Seven studies were identified that examined age as a predictor of OUD,  respiratory/CNS depression, and/or overdose. Four of the seven studies were rated as fair quality  evidence,[59,86,88,92] while three were rated as poor quality evidence.[58,62,87] Six of the seven studies  demonstrated that age was inversely associated with the risk of OUD and overdose.[59,62,86-88,92] One  of the three low quality studies showed that older subjects had a higher HR of overdose.[58] The Work  Group’s overall confidence in the quality of the evidence was moderate.  ",All patients who take opioids chronically are at risk for what?,OUD and overdose
Recommendations,"All patients who take opioids chronically are at risk for OUD and overdose, but especially those who are  younger than 30 years of age. Seven studies were identified that examined age as a predictor of OUD,  respiratory/CNS depression, and/or overdose. Four of the seven studies were rated as fair quality  evidence,[59,86,88,92] while three were rated as poor quality evidence.[58,62,87] Six of the seven studies  demonstrated that age was inversely associated with the risk of OUD and overdose.[59,62,86-88,92] One  of the three low quality studies showed that older subjects had a higher HR of overdose.[58] The Work  Group’s overall confidence in the quality of the evidence was moderate.  ","How many studies examined age as a predictor of OUD,  respiratory/CNS depression, and/or overdose?",Seven
Recommendations,"Similar to other risk factors, age <30 years should be weighed heavily in the risk-benefit determination for  initiating LOT. Age <30 years is not an absolute contraindication to LOT. There may be some situations  where the benefits of LOT clearly outweigh the risks of OUD and overdose. Hospitalized patients  recovering from battlefield injuries, for example, are known to have less chronic pain, depression, and  PTSD when their pain is aggressively managed starting soon after injury.[93] In those cases, LOT may be  appropriate only if risk mitigation strategies are employed and patients are titrated off LOT as soon as it is  appropriate (see Recommendations 14 and 15). ",What should be weighed heavily in the risk-benefit determination for initiating LOT?,"Similar to other risk factors, age <30 years"
Recommendations,"Similar to other risk factors, age <30 years should be weighed heavily in the risk-benefit determination for  initiating LOT. Age <30 years is not an absolute contraindication to LOT. There may be some situations  where the benefits of LOT clearly outweigh the risks of OUD and overdose. Hospitalized patients  recovering from battlefield injuries, for example, are known to have less chronic pain, depression, and  PTSD when their pain is aggressively managed starting soon after injury.[93] In those cases, LOT may be  appropriate only if risk mitigation strategies are employed and patients are titrated off LOT as soon as it is  appropriate (see Recommendations 14 and 15). ",What is not an absolute contraindication to LOT?,Age <30 years
Recommendations,"Similar to other risk factors, age <30 years should be weighed heavily in the risk-benefit determination for  initiating LOT. Age <30 years is not an absolute contraindication to LOT. There may be some situations  where the benefits of LOT clearly outweigh the risks of OUD and overdose. Hospitalized patients  recovering from battlefield injuries, for example, are known to have less chronic pain, depression, and  PTSD when their pain is aggressively managed starting soon after injury.[93] In those cases, LOT may be  appropriate only if risk mitigation strategies are employed and patients are titrated off LOT as soon as it is  appropriate (see Recommendations 14 and 15). ","Who are known to have less chronic pain, depression, and  PTSD when their pain is aggressively managed starting soon after injury?",Hospitalized patients  recovering from battlefield injuries
Recommendations,"Similar to other risk factors, age <30 years should be weighed heavily in the risk-benefit determination for  initiating LOT. Age <30 years is not an absolute contraindication to LOT. There may be some situations  where the benefits of LOT clearly outweigh the risks of OUD and overdose. Hospitalized patients  recovering from battlefield injuries, for example, are known to have less chronic pain, depression, and  PTSD when their pain is aggressively managed starting soon after injury.[93] In those cases, LOT may be  appropriate only if risk mitigation strategies are employed and patients are titrated off LOT as soon as it is  appropriate (see Recommendations 14 and 15). ",When may LOT be appropriate?,only if risk mitigation strategies are employed and patients are titrated off LOT as soon as it is  appropriate
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ",Who have an added great risk for OUD and overdose?,younger patients using opioids
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ",Who did carry 11 times the odds of OUD and overdose compared to patients ≥65 years old?,patients 18-30 years old
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ","Compared to whom, patients 18-30 years old carried 11 times the odds of OUD  and overdose?",patients ≥65 years old
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ","Compared to patients ≥65 years old, patients 18-30 years old carried how many times the odds of OUD  and overdose?",11
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ",Who did carry 5 times the odds of OUD and overdose compared to patients ≥65 years old?,Patients 31-40 years
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ","Compared to whom, patients 31-40 years old carried 5 times the odds of OUD and overdose?",those  ≥65 years old
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ","Compared to patients ≥65 years old, patients 31-40 years old carried how many times the odds of OUD  and overdose?",5
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ",Who had roughly half the risk of developing OUD or overdose compared to subjects 18-29 years old?,patients 30-39  years old
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ","Compared to whom, patients 30-39  years old had roughly half the risk of developing OUD or overdose?",subjects 18-29 years old
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ",What was the amount of risk of developing OUD or overdose in patients 30-39  years old compared to subjects 18-29 years old?,roughly half
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ",Who had far less risk of developing OUD or overdose compared to subjects 18-29 years old?,patients ≥70 years old
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ","Compared to whom, patients ≥70 years old had far less risk of developing OUD or overdose?",subjects 18-29 years old
Recommendations,"The added risk that younger patients using opioids face for OUD and overdose is great. Edlund et al. (2014)  found that, compared to patients ≥65 years old, patients 18-30 years old carried 11 times the odds of OUD  and overdose. Patients 31-40 years old carried 5 times the odds of OUD and overdose compared to those  ≥65 years old.[86] Bohnert et al. (2011) found that, compared to subjects 18-29 years old, patients 30-39  years old had roughly half the risk of developing OUD or overdose (HR: 0.56, 95% CI: 0.27-1.17). Compared  to the subjects 18-29 years old, patients ≥70 years old had a far less risk (nearly 1/17) of developing OUD  or overdose (HR: 0.06, 95% CI: 0.02, 0.18).[59]  ",What was the amount of risk of developing OUD or overdose in patients ≥70 years old compared to subjects 18-29 years old?,far less risk (nearly 1/17)
Recommendations,"Younger patients are also at a higher risk of opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior). Turner et al. (2014) showed that patients in the 45-64 year age group were  significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to patients in the 20-44 age  group.[94] Patients in the 45-64 and ≥65 age groups were significantly less likely than 20-44 year olds to  have non-detection of a prescribed opioid as well (indicating possible diversion).[94]  ",Who are at a higher risk of opioid misuse?,Younger patients
Recommendations,"Younger patients are also at a higher risk of opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior). Turner et al. (2014) showed that patients in the 45-64 year age group were  significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to patients in the 20-44 age  group.[94] Patients in the 45-64 and ≥65 age groups were significantly less likely than 20-44 year olds to  have non-detection of a prescribed opioid as well (indicating possible diversion).[94]  ",Younger patients are at a higher risk of what?,opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior)
Recommendations,"Younger patients are also at a higher risk of opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior). Turner et al. (2014) showed that patients in the 45-64 year age group were  significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to patients in the 20-44 age  group.[94] Patients in the 45-64 and ≥65 age groups were significantly less likely than 20-44 year olds to  have non-detection of a prescribed opioid as well (indicating possible diversion).[94]  ",Who were significantly less likely to have an aberrant UDT in comparison to patients in the 20-44 age  group?,patients in the 45-64 year age group
Recommendations,"Younger patients are also at a higher risk of opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior). Turner et al. (2014) showed that patients in the 45-64 year age group were  significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to patients in the 20-44 age  group.[94] Patients in the 45-64 and ≥65 age groups were significantly less likely than 20-44 year olds to  have non-detection of a prescribed opioid as well (indicating possible diversion).[94]  ","In comparison to patients in the 20-44 age  group, patients in the 45-64 year age group were significantly less likely to have what?","an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC])"
Recommendations,"Younger patients are also at a higher risk of opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior). Turner et al. (2014) showed that patients in the 45-64 year age group were  significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to patients in the 20-44 age  group.[94] Patients in the 45-64 and ≥65 age groups were significantly less likely than 20-44 year olds to  have non-detection of a prescribed opioid as well (indicating possible diversion).[94]  ","Patients in the 45-64 year age group were significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to whom?",patients in the 20-44 age  group
Recommendations,"Younger patients are also at a higher risk of opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior). Turner et al. (2014) showed that patients in the 45-64 year age group were  significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to patients in the 20-44 age  group.[94] Patients in the 45-64 and ≥65 age groups were significantly less likely than 20-44 year olds to  have non-detection of a prescribed opioid as well (indicating possible diversion).[94]  ",Who were significantly less likely than 20-44 year olds to have non-detection of a prescribed opioid (indicating possible diversion)?,Patients in the 45-64 and ≥65 age groups
Recommendations,"Younger patients are also at a higher risk of opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior). Turner et al. (2014) showed that patients in the 45-64 year age group were  significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to patients in the 20-44 age  group.[94] Patients in the 45-64 and ≥65 age groups were significantly less likely than 20-44 year olds to  have non-detection of a prescribed opioid as well (indicating possible diversion).[94]  ",Patients in the 45-64 and ≥65 age groups were significantly less likely than whom to  have non-detection of a prescribed opioid (indicating possible diversion)?,20-44 year olds
Recommendations,"Younger patients are also at a higher risk of opioid misuse (as suggested by a UDT indicating high-risk  medication-related behavior). Turner et al. (2014) showed that patients in the 45-64 year age group were  significantly less likely to have an aberrant UDT (detection of a non-prescribed opioid, non-prescribed  benzodiazepine, illicit drug, or tetrahydrocannabinol [THC]) in comparison to patients in the 20-44 age  group.[94] Patients in the 45-64 and ≥65 age groups were significantly less likely than 20-44 year olds to  have non-detection of a prescribed opioid as well (indicating possible diversion).[94]  ",What are significantly less likely in patients in the 45-64 and ≥65 age groups than 20-44 year olds?,to  have non-detection of a prescribed opioid as well (indicating possible diversion)
Recommendations,"An age of 30 years was chosen based on how age was categorized in the six studies that showed an inverse  relationship between age and OUD or overdose. One of those six studies found that patients with OUD  were younger than patients without OUD, but did not find a statistically significant relationship.[87] Two of  those six studies examined age as a continuous predictor, and neither reported a specific age where the  risk of OUD or overdose changed markedly.[62,92] One study examined age as a dichotomous (<65 and  ≥65) predictor.[88] In the two remaining studies, the highest risk included ages ranging from 18 to 30  years.[59,86] As such, the Work Group chose 30 years of age as a clinically reasonable threshold.  ",How was an age of 30 years chosen as a clinically reasonable threshold?,An age of 30 years was chosen based on how age was categorized in the six studies that showed an inverse  relationship between age and OUD or overdose.
Recommendations,"Some may interpret the recommendation to limit opioid use by age as arbitrary and potentially  discriminatory when taken out of context; however, there is good neurophysiologic rationale explaining  the relationship between age and OUD and overdose. Studies in other areas (e.g., use of different  substances) indicate that developing brains (age <30 years) are at increased risk of abnormalities and  addiction when exposed to substance use early in life.[95-98]  ",What kind of rationale is there to explain the the relationship between age and OUD and overdose?,good neurophysiologic rationale
Recommendations,"Some may interpret the recommendation to limit opioid use by age as arbitrary and potentially  discriminatory when taken out of context; however, there is good neurophysiologic rationale explaining  the relationship between age and OUD and overdose. Studies in other areas (e.g., use of different  substances) indicate that developing brains (age <30 years) are at increased risk of abnormalities and  addiction when exposed to substance use early in life.[95-98]  ",What indicate that developing brains (age <30 years) are at increased risk of abnormalities and  addiction when exposed to substance use early in life?,"Studies in other areas (e.g., use of different  substances)"
Recommendations,"Some may interpret the recommendation to limit opioid use by age as arbitrary and potentially  discriminatory when taken out of context; however, there is good neurophysiologic rationale explaining  the relationship between age and OUD and overdose. Studies in other areas (e.g., use of different  substances) indicate that developing brains (age <30 years) are at increased risk of abnormalities and  addiction when exposed to substance use early in life.[95-98]  ",What are at increased risk of abnormalities and  addiction when exposed to substance use early in life?,developing brains (age <30 years)
Recommendations,"Some may interpret the recommendation to limit opioid use by age as arbitrary and potentially  discriminatory when taken out of context; however, there is good neurophysiologic rationale explaining  the relationship between age and OUD and overdose. Studies in other areas (e.g., use of different  substances) indicate that developing brains (age <30 years) are at increased risk of abnormalities and  addiction when exposed to substance use early in life.[95-98]  ",What are the risks of substance use early in life?,increased risk of abnormalities and  addiction
Recommendations,"Toward augmenting this evidence base, we recommend that future observational research examine age as  a continuous predictor of adverse outcomes. Additionally, we recommend that future trials examine which  risk mitigation strategies can reduce the additional risk of OUD and overdose in younger patients on LOT.  Lastly, a deeper understanding of the mechanisms for addiction to opioids in young brains is needed.",What can be a continuous predictor of adverse outcomes?,age
Recommendations,"We recommend implementing risk mitigation strategies upon initiation of long-term opioid  therapy, starting with an informed consent conversation covering the risks and benefits of opioid  therapy as well as alternative therapies. The strategies and their frequency should be  commensurate with risk factors and include: Ongoing, random urine drug testing (including appropriate confirmatory testing), Checking state prescription drug monitoring programs, Monitoring for overdose potential and suicidality, Providing overdose education, Prescribing of naloxone rescue and accompanying education  (Strong for | Reviewed, New-replaced) ",What is recommended upon initiation of long-term opioid  therapy?,implementing risk mitigation strategies
Recommendations,"We recommend implementing risk mitigation strategies upon initiation of long-term opioid  therapy, starting with an informed consent conversation covering the risks and benefits of opioid  therapy as well as alternative therapies. The strategies and their frequency should be  commensurate with risk factors and include: Ongoing, random urine drug testing (including appropriate confirmatory testing), Checking state prescription drug monitoring programs, Monitoring for overdose potential and suicidality, Providing overdose education, Prescribing of naloxone rescue and accompanying education  (Strong for | Reviewed, New-replaced) ",How to implement risk mitigation strategies upon initiation of long-term opioid  therapy?,starting with an informed consent conversation covering the risks and benefits of opioid  therapy as well as alternative therapies
Recommendations,"We recommend implementing risk mitigation strategies upon initiation of long-term opioid  therapy, starting with an informed consent conversation covering the risks and benefits of opioid  therapy as well as alternative therapies. The strategies and their frequency should be  commensurate with risk factors and include: Ongoing, random urine drug testing (including appropriate confirmatory testing), Checking state prescription drug monitoring programs, Monitoring for overdose potential and suicidality, Providing overdose education, Prescribing of naloxone rescue and accompanying education  (Strong for | Reviewed, New-replaced) ",What should be commensurate with risk factors?,The strategies and their frequency
Recommendations,"We recommend implementing risk mitigation strategies upon initiation of long-term opioid  therapy, starting with an informed consent conversation covering the risks and benefits of opioid  therapy as well as alternative therapies. The strategies and their frequency should be  commensurate with risk factors and include: Ongoing, random urine drug testing (including appropriate confirmatory testing), Checking state prescription drug monitoring programs, Monitoring for overdose potential and suicidality, Providing overdose education, Prescribing of naloxone rescue and accompanying education  (Strong for | Reviewed, New-replaced) ",What should be included in the risk mitigation strategies and their frequency?,"Ongoing, random urine drug testing (including appropriate confirmatory testing), Checking state prescription drug monitoring programs, Monitoring for overdose potential and suicidality, Providing overdose education, Prescribing of naloxone rescue and accompanying education"
Recommendations,"Risk mitigation for LOT should begin before the opioids are prescribed, through an informed consent  discussion, reviewing the patient’s history, checking state PDMPs, or instructing patients about using drug  take back programs to dispose of unused medication. It should also occur concurrently with the therapy  (e.g., ongoing UDT, OEND) and in response to adverse events (e.g., needle exchange programs for those  who develop an intravenous drug use disorder). The 2010 OT CPG recommended use of an opioid pain  care agreement, monitoring for appropriate opioid use, and, with patients’ consent, obtaining a UDT. A  literature search was conducted dating back to the original 2010 recommendation to identify studies  comparing the effectiveness of different risk mitigation strategies for patients on or being considered for  LOT. One identified study was a systematic review of 11 studies looking at opioid treatment agreements  (OTAs) and UDT strategies utilizing opioid misuse risk reduction as the main outcome measure.[99] The  study revealed weak evidence to support the use of OTAs and UDT. A second study, a retrospective  database study, demonstrated decreased risk of suicide attempts in various cohorts with frequent UDT,  regular follow-up (including follow-up within four weeks for patients with new opioid prescription), and  rehabilitative services are offered.[61] The confidence in the quality of the evidence was moderate for the  outcome of attempted suicide risk. The third study was a retrospective cohort study that looked at the  intervention of a clinical pharmacist guidance team versus control.[100] Outcome measures included  adverse events, pain management, and quality of life. Details of the actual intervention were vague and  did not necessarily include OTAs or UDT. Thus, the confidence in the quality of the evidence was very low.  The confidence in the quality of the evidence was moderate for UDT and frequent follow-up and was low  for OTAs. The frequency of follow-up and monitoring should be based on patient level of risk as  determined by an individual risk assessment.  ",When should risk mitigation for LOT begin?,before the opioids are prescribed
Recommendations,"Risk mitigation for LOT should begin before the opioids are prescribed, through an informed consent  discussion, reviewing the patient’s history, checking state PDMPs, or instructing patients about using drug  take back programs to dispose of unused medication. It should also occur concurrently with the therapy  (e.g., ongoing UDT, OEND) and in response to adverse events (e.g., needle exchange programs for those  who develop an intravenous drug use disorder). The 2010 OT CPG recommended use of an opioid pain  care agreement, monitoring for appropriate opioid use, and, with patients’ consent, obtaining a UDT. A  literature search was conducted dating back to the original 2010 recommendation to identify studies  comparing the effectiveness of different risk mitigation strategies for patients on or being considered for  LOT. One identified study was a systematic review of 11 studies looking at opioid treatment agreements  (OTAs) and UDT strategies utilizing opioid misuse risk reduction as the main outcome measure.[99] The  study revealed weak evidence to support the use of OTAs and UDT. A second study, a retrospective  database study, demonstrated decreased risk of suicide attempts in various cohorts with frequent UDT,  regular follow-up (including follow-up within four weeks for patients with new opioid prescription), and  rehabilitative services are offered.[61] The confidence in the quality of the evidence was moderate for the  outcome of attempted suicide risk. The third study was a retrospective cohort study that looked at the  intervention of a clinical pharmacist guidance team versus control.[100] Outcome measures included  adverse events, pain management, and quality of life. Details of the actual intervention were vague and  did not necessarily include OTAs or UDT. Thus, the confidence in the quality of the evidence was very low.  The confidence in the quality of the evidence was moderate for UDT and frequent follow-up and was low  for OTAs. The frequency of follow-up and monitoring should be based on patient level of risk as  determined by an individual risk assessment.  ",What should be done before the opioids are prescribed?,Risk mitigation for LOT should begin
